Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Uttar Pradesh, 31-07-2017, M, 2.06, 56207063.00, 37.79
Uttar Pradesh, 31-08-2017, M, 6.65, 56156277.00, 39.52
Uttar Pradesh, 30-09-2017, M, 3.66, 56279964.00, 38.29
Uttar Pradesh, 31-10-2017, M, 3.73, 57974586.00, 39.38
Uttar Pradesh, 30-11-2017, M, 2.49, 56092981.00, 37.54
Uttar Pradesh, 31-12-2017, M, 5.40, 55321312.00, 38.08
Uttar Pradesh, 31-01-2018, M, 4.03, 56584288.00, 38.30
Uttar Pradesh, 28-02-2018, M, 3.93, 57593239.00, 38.87
Uttar Pradesh, 31-03-2018, M, 3.14, 56809415.00, 37.94
Uttar Pradesh, 30-04-2018, M, 5.56, 56525466.00, 38.64
Uttar Pradesh, 31-05-2018, M, 5.21, 56869822.00, 38.64
Uttar Pradesh, 30-06-2018, M, 4.04, 57795994.00, 38.71
Uttar Pradesh, 31-07-2018, M, 4.63, 56798203.00, 38.19
Uttar Pradesh, 31-08-2018, M, 8.50, 56361205.00, 39.41
Uttar Pradesh, 30-09-2018, M, 7.88, 56621023.00, 39.24
Uttar Pradesh, 31-10-2018, M, 6.19, 56735101.00, 38.52
Uttar Pradesh, 30-11-2018, M, 6.98, 56398508.00, 38.54
Uttar Pradesh, 31-12-2018, M, 11.03, 56170553.00, 40.04
Uttar Pradesh, 31-01-2019, M, 9.59, 56136714.00, 39.29
Uttar Pradesh, 28-02-2019, M, 9.52, 55641146.00, 38.83
Uttar Pradesh, 31-03-2019, M, 8.87, 57027803.00, 39.43
Uttar Pradesh, 30-04-2019, M, 11.06, 57829154.00, 40.88
Uttar Pradesh, 31-05-2019, M, 11.28, 56679062.00, 40.07
Uttar Pradesh, 30-06-2019, M, 11.25, 55900999.00, 39.42
Uttar Pradesh, 31-07-2019, M, 9.84, 56559433.00, 39.18
Uttar Pradesh, 31-08-2019, M, 12.27, 56878991.00, 40.40
Uttar Pradesh, 30-09-2019, M, 8.11, 57838879.00, 39.14
Uttar Pradesh, 31-10-2019, M, 10.22, 56771594.00, 39.23
Uttar Pradesh, 30-11-2019, M, 8.05, 57390420.00, 38.64
Uttar Pradesh, 31-12-2019, M, 9.39, 58497260.00, 39.87
Uttar Pradesh, 31-01-2020, M, 7.58, 59433759.00, 39.63
Uttar Pradesh, 29-02-2020, M, 8.98, 58060531.00, 39.23
Uttar Pradesh, 31-03-2020, M, 10.11, 56976338.00, 38.89
Uttar Pradesh, 30-04-2020, M, 21.54, 50915056.00, 39.73
Uttar Pradesh, 31-05-2020, M, 20.41, 49801902.00, 38.22
Uttar Pradesh, 30-06-2020, M, 9.47, 55380649.00, 37.29
Uttar Pradesh, 31-07-2020, M, 5.56, 56201654.00, 36.19
Uttar Pradesh, 31-08-2020, M, 5.79, 55831744.00, 35.96
Uttar Pradesh, 30-09-2020, M, 4.18, 56106836.00, 35.45
Uttar Pradesh, 31-10-2020, M, 3.75, 56539521.00, 35.49
Uttar Pradesh, 30-11-2020, M, 5.16, 56720101.00, 36.05
Uttar Pradesh, 31-12-2020, M, 14.95, 55796313.00, 39.46
Uttar Pradesh, 31-01-2021, M, 4.89, 55124290.00, 34.78
Uttar Pradesh, 28-02-2021, M, 4.10, 56568780.00, 35.33
Uttar Pradesh, 31-03-2021, M, 4.14, 55834036.00, 34.80
Uttar Pradesh, 30-04-2021, M, 6.30, 56962368.00, 36.25
Uttar Pradesh, 31-05-2021, M, 6.89, 55829255.00, 35.67
Uttar Pradesh, 30-06-2021, M, 4.32, 55933912.00, 34.70
Uttar Pradesh, 31-07-2021, M, 4.95, 55247629.00, 34.43
Uttar Pradesh, 31-08-2021, M, 6.98, 56472386.00, 35.88
Uttar Pradesh, 30-09-2021, M, 4.98, 55224547.00, 34.27
Uttar Pradesh, 31-10-2021, M, 4.22, 55516008.00, 34.10
Uttar Pradesh, 30-11-2021, M, 4.83, 56435220.00, 34.81
Uttar Pradesh, 31-12-2021, M, 4.86, 57314791.00, 35.29
Uttar Pradesh, 31-01-2022, M, 2.97, 55591271.00, 33.48
Uttar Pradesh, 28-02-2022, M, 2.71, 55367064.00, 33.19
Uttar Pradesh, 31-03-2022, M, 4.36, 55481938.00, 33.76
Uttar Pradesh, 30-04-2022, M, 2.94, 56316092.00, 33.69
Uttar Pradesh, 31-05-2022, M, 3.13, 55032093.00, 32.91
Uttar Pradesh, 30-06-2022, M, 2.75, 55312199.00, 32.88
Uttar Pradesh, 31-07-2022, M, 3.30, 55043699.00, 32.83
Uttar Pradesh, 31-08-2022, M, 3.94, 55878283.00, 33.47
Uttar Pradesh, 30-09-2022, M, 4.02, 55192446.00, 33.02
Uttar Pradesh, 31-10-2022, M, 4.17, 54935913.00, 32.84
Uttar Pradesh, 30-11-2022, M, 4.11, 56183626.00, 33.50
Uttarakhand, 31-01-2016, M, 1.31, 4445674.00, 57.37
Uttarakhand, 29-02-2016, M, 4.53, 3639695.00, 48.45
Uttarakhand, 31-03-2016, M, 2.42, 2979208.00, 38.72
Uttarakhand, 30-04-2016, M, 1.26, 3983774.00, 51.06
Uttarakhand, 31-05-2016, M, 1.08, 4800244.00, 61.28
Uttarakhand, 30-06-2016, M, 2.85, 3465939.00, 44.96
Uttarakhand, 31-07-2016, M, 0.70, 3195012.00, 40.46
Uttarakhand, 31-08-2016, M, 0.94, 3471708.00, 43.98
Uttarakhand, 30-09-2016, M, 1.57, 3306285.00, 42.06
Uttarakhand, 31-10-2016, M, 3.97, 3211894.00, 41.79
Uttarakhand, 30-11-2016, M, 0.12, 2813932.00, 35.13
Uttarakhand, 31-12-2016, M, 0.83, 3432212.00, 43.06
Uttarakhand, 31-01-2017, M, 0.55, 3721353.00, 46.46
Uttarakhand, 28-02-2017, M, 3.03, 3300878.00, 42.18
Uttarakhand, 31-03-2017, M, 0.28, 3007019.00, 37.28
Uttarakhand, 30-04-2017, M, 0.25, 3203487.00, 39.63
Uttarakhand, 31-05-2017, M, 0.14, 3226954.00, 39.79
Uttarakhand, 30-06-2017, M, 1.81, 3099901.00, 38.79
Uttarakhand, 31-07-2017, M, 0.28, 2939428.00, 36.14
Uttarakhand, 31-08-2017, M, 0.00, 3220367.00, 39.39
Uttarakhand, 30-09-2017, M, 0.27, 3130806.00, 38.32
Uttarakhand, 31-10-2017, M, 1.48, 3010583.00, 37.22
Uttarakhand, 30-11-2017, M, 3.86, 2999276.00, 37.92
Uttarakhand, 31-12-2017, M, 1.83, 2809832.00, 34.72
Uttarakhand, 31-01-2018, M, 0.87, 2784116.00, 33.99
Uttarakhand, 28-02-2018, M, 1.22, 2984513.00, 36.50
Uttarakhand, 31-03-2018, M, 2.41, 3007174.00, 37.14
Uttarakhand, 30-04-2018, M, 0.92, 2775194.00, 33.69
Uttarakhand, 31-05-2018, M, 1.00, 2833419.00, 34.35
Uttarakhand, 30-06-2018, M, 1.26, 2901086.00, 35.19
Uttarakhand, 31-07-2018, M, 2.33, 2947761.00, 36.07
Uttarakhand, 31-08-2018, M, 0.33, 2734560.00, 32.71
Uttarakhand, 30-09-2018, M, 2.36, 2804291.00, 34.17
Uttarakhand, 31-10-2018, M, 4.37, 2852962.00, 35.42
Uttarakhand, 30-11-2018, M, 4.06, 2900676.00, 35.82
Uttarakhand, 31-12-2018, M, 5.48, 2775272.00, 34.71
Uttarakhand, 31-01-2019, M, 3.53, 2879018.00, 35.21
Uttarakhand, 28-02-2019, M, 5.12, 2852743.00, 35.40
Uttarakhand, 31-03-2019, M, 5.00, 2852673.00, 35.28
Uttarakhand, 30-04-2019, M, 6.36, 2732098.00, 34.20
Uttarakhand, 31-05-2019, M, 3.58, 2784842.00, 33.78
Uttarakhand, 30-06-2019, M, 4.66, 2928442.00, 35.86
Uttarakhand, 31-07-2019, M, 6.10, 2860425.00, 35.48
Uttarakhand, 31-08-2019, M, 6.52, 2735347.00, 34.01
Uttarakhand, 30-09-2019, M, 5.07, 2868994.00, 35.05
Uttarakhand, 31-10-2019, M, 4.80, 2952837.00, 35.89
Uttarakhand, 30-11-2019, M, 5.80, 2912016.00, 35.70
Uttarakhand, 31-12-2019, M, 5.41, 2792345.00, 34.01
Uttarakhand, 31-01-2020, M, 5.49, 2711639.00, 32.99
Uttarakhand, 29-02-2020, M, 4.99, 3020931.00, 36.48
Uttarakhand, 31-03-2020, M, 19.85, 2539302.00, 36.27
Uttarakhand, 30-04-2020, M, 6.48, 2720115.00, 33.23
Uttarakhand, 31-05-2020, M, 8.01, 2694072.00, 33.38
Uttarakhand, 30-06-2020, M, 8.61, 2656071.00, 33.06
Uttarakhand, 31-07-2020, M, 12.38, 2938552.00, 38.07
Uttarakhand, 31-08-2020, M, 14.26, 2717528.00, 35.90
Uttarakhand, 30-09-2020, M, 22.26, 2695230.00, 39.18
Uttarakhand, 31-10-2020, M, 9.23, 2739309.00, 34.03
Uttarakhand, 30-11-2020, M, 1.47, 2447664.00, 27.95
Uttarakhand, 31-12-2020, M, 5.19, 2647822.00, 31.36
Uttarakhand, 31-01-2021, M, 4.45, 2531098.00, 29.68
Uttarakhand, 28-02-2021, M, 4.69, 2775542.00, 32.56
Uttarakhand, 31-03-2021, M, 3.26, 2511431.00, 28.96
Uttarakhand, 30-04-2021, M, 5.96, 2852350.00, 33.77
Uttarakhand, 31-05-2021, M, 5.49, 2447140.00, 28.76
Uttarakhand, 30-06-2021, M, 4.81, 2822878.00, 32.87
Uttarakhand, 31-07-2021, M, 3.17, 2531701.00, 28.92
Uttarakhand, 31-08-2021, M, 6.22, 2774922.00, 32.65
Uttarakhand, 30-09-2021, M, 4.14, 2524240.00, 29.00
Uttarakhand, 31-10-2021, M, 3.34, 2872131.00, 32.65
Uttarakhand, 30-11-2021, M, 3.12, 2605053.00, 29.48
Uttarakhand, 31-12-2021, M, 5.01, 2780810.00, 32.03
Uttarakhand, 31-01-2022, M, 3.47, 2600359.00, 29.41
Uttarakhand, 28-02-2022, M, 4.58, 2723982.00, 31.10
Uttarakhand, 31-03-2022, M, 3.51, 2464361.00, 27.76
Uttarakhand, 30-04-2022, M, 5.33, 2755947.00, 31.58
Uttarakhand, 31-05-2022, M, 2.85, 2575497.00, 28.69
Uttarakhand, 30-06-2022, M, 8.67, 2707464.00, 32.01
Uttarakhand, 30-09-2022, M, 0.54, 2854248.00, 30.79
Uttarakhand, 31-10-2022, M, 3.44, 2659694.00, 29.48
Uttarakhand, 30-11-2022, M, 1.24, 2874793.00, 31.09
West Bengal, 31-01-2016, M, 9.04, 31812990.00, 47.11
West Bengal, 29-02-2016, M, 6.19, 30811585.00, 44.16
West Bengal, 31-03-2016, M, 8.24, 31201247.00, 45.64
West Bengal, 30-04-2016, M, 7.54, 31812979.00, 46.09
West Bengal, 31-05-2016, M, 6.60, 32086784.00, 45.93
West Bengal, 30-06-2016, M, 6.85, 30067878.00, 43.08
West Bengal, 31-07-2016, M, 7.99, 31073305.00, 44.98
West Bengal, 31-08-2016, M, 7.23, 32623468.00, 46.75
West Bengal, 30-09-2016, M, 7.73, 33751829.00, 48.54
West Bengal, 31-10-2016, M, 4.64, 31877620.00, 44.27
West Bengal, 30-11-2016, M, 7.26, 31427741.00, 44.80
West Bengal, 31-12-2016, M, 5.94, 32473234.00, 45.55
West Bengal, 31-01-2017, M, 6.60, 32880205.00, 46.36
West Bengal, 28-02-2017, M, 4.83, 32158803.00, 44.42
West Bengal, 31-03-2017, M, 6.59, 31936698.00, 44.86
West Bengal, 30-04-2017, M, 5.13, 33365721.00, 46.06
West Bengal, 31-05-2017, M, 5.96, 33572499.00, 46.66
West Bengal, 30-06-2017, M, 4.82, 33083715.00, 45.35
West Bengal, 31-07-2017, M, 6.31, 32377573.00, 45.00
West Bengal, 31-08-2017, M, 5.17, 33438750.00, 45.82
West Bengal, 30-09-2017, M, 7.46, 32616700.00, 45.72
West Bengal, 31-10-2017, M, 5.75, 33910697.00, 46.58
West Bengal, 30-11-2017, M, 5.94, 33428349.00, 45.92
West Bengal, 31-12-2017, M, 5.37, 34617683.00, 47.18
West Bengal, 31-01-2018, M, 8.63, 32811721.00, 46.23
West Bengal, 28-02-2018, M, 8.83, 34163374.00, 48.15
West Bengal, 31-03-2018, M, 7.92, 33019745.00, 45.99
West Bengal, 30-04-2018, M, 6.24, 33967751.00, 46.38
West Bengal, 31-05-2018, M, 7.37, 33663732.00, 46.43
West Bengal, 30-06-2018, M, 7.82, 34147434.00, 47.24
West Bengal, 31-07-2018, M, 6.43, 34253459.00, 46.60
West Bengal, 31-08-2018, M, 5.70, 34492073.00, 46.47
West Bengal, 30-09-2018, M, 7.14, 33858370.00, 46.24
West Bengal, 31-10-2018, M, 6.74, 34891251.00, 47.35
West Bengal, 30-11-2018, M, 6.15, 34765004.00, 46.79
West Bengal, 31-12-2018, M, 5.89, 35003804.00, 46.90
West Bengal, 31-01-2019, M, 6.95, 34442774.00, 46.58
West Bengal, 28-02-2019, M, 6.45, 35325211.00, 47.43
West Bengal, 31-03-2019, M, 6.10, 35655928.00, 47.61
West Bengal, 30-04-2019, M, 6.55, 35642390.00, 47.73
West Bengal, 31-05-2019, M, 6.43, 34759070.00, 46.40
West Bengal, 30-06-2019, M, 6.31, 36154978.00, 48.11
West Bengal, 31-07-2019, M, 6.32, 35637632.00, 47.34
West Bengal, 31-08-2019, M, 6.12, 36381326.00, 48.13
West Bengal, 30-09-2019, M, 6.41, 35681623.00, 47.26
West Bengal, 31-10-2019, M, 7.10, 34916695.00, 46.50
West Bengal, 30-11-2019, M, 6.06, 36398814.00, 47.85
West Bengal, 31-12-2019, M, 6.25, 36241930.00, 47.65
West Bengal, 31-01-2020, M, 6.94, 35820789.00, 47.35
West Bengal, 29-02-2020, M, 4.92, 36964178.00, 47.74
West Bengal, 31-03-2020, M, 6.92, 35903917.00, 47.27
West Bengal, 30-04-2020, M, 17.41, 26938836.00, 39.90
West Bengal, 31-05-2020, M, 17.41, 28356675.00, 41.92
West Bengal, 30-06-2020, M, 7.29, 30726310.00, 40.39
West Bengal, 31-07-2020, M, 6.83, 35372506.00, 46.17
West Bengal, 31-08-2020, M, 14.87, 33298644.00, 47.48
West Bengal, 30-09-2020, M, 9.31, 35877583.00, 47.93
West Bengal, 31-10-2020, M, 10.22, 33856332.00, 45.60
West Bengal, 30-11-2020, M, 11.24, 33420675.00, 45.45
West Bengal, 31-12-2020, M, 6.01, 35829652.00, 45.93
West Bengal, 31-01-2021, M, 5.25, 36563881.00, 46.40
West Bengal, 28-02-2021, M, 6.22, 37127736.00, 47.52
West Bengal, 31-03-2021, M, 7.51, 35827410.00, 46.41
West Bengal, 30-04-2021, M, 7.63, 34849346.00, 45.11
West Bengal, 31-05-2021, M, 19.34, 28897052.00, 42.75
West Bengal, 30-06-2021, M, 22.14, 30440202.00, 46.57
West Bengal, 31-07-2021, M, 7.37, 35267884.00, 45.26
West Bengal, 31-08-2021, M, 7.41, 35376844.00, 45.34
West Bengal, 30-09-2021, M, 6.80, 36442890.00, 46.31
West Bengal, 31-10-2021, M, 5.60, 36583286.00, 45.81
West Bengal, 30-11-2021, M, 6.68, 35748702.00, 45.20
West Bengal, 31-12-2021, M, 7.33, 35652535.00, 45.31
West Bengal, 31-01-2022, M, 6.43, 36913541.00, 46.37
West Bengal, 28-02-2022, M, 6.27, 36465383.00, 45.65
West Bengal, 31-03-2022, M, 5.57, 35396256.00, 43.90
West Bengal, 30-04-2022, M, 6.25, 35900743.00, 44.76
West Bengal, 31-05-2022, M, 5.75, 37816306.00, 46.81
West Bengal, 30-06-2022, M, 5.23, 36584378.00, 44.95
West Bengal, 31-07-2022, M, 6.26, 35776902.00, 44.36
West Bengal, 31-08-2022, M, 7.39, 35811552.00, 44.85
West Bengal, 30-09-2022, M, 3.28, 36835286.00, 44.09
West Bengal, 31-10-2022, M, 4.84, 35391928.00, 42.98
West Bengal, 30-11-2022, M, 5.43, 36095769.00, 44.02
India, 31-01-2016, M, 8.72, 408609380.00, 47.70
India, 29-02-2016, M, 8.46, 402169984.00, 46.72
India, 31-03-2016, M, 8.73, 397037060.00, 46.18
India, 30-04-2016, M, 8.90, 403488712.00, 46.92
India, 31-05-2016, M, 9.65, 414185605.00, 48.47
India, 30-06-2016, M, 8.91, 401597521.00, 46.52
India, 31-07-2016, M, 8.51, 399367855.00, 45.97
India, 31-08-2016, M, 9.59, 406539793.00, 47.26
India, 30-09-2016, M, 8.43, 418463537.00, 47.94
India, 31-10-2016, M, 6.71, 414260479.00, 46.49
India, 30-11-2016, M, 6.51, 401452641.00, 44.87
India, 31-12-2016, M, 6.40, 406231569.00, 45.26
India, 31-01-2017, M, 5.93, 409089180.00, 45.26
India, 28-02-2017, M, 5.01, 407510573.00, 44.57
India, 31-03-2017, M, 4.67, 405041471.00, 44.05
India, 30-04-2017, M, 3.87, 404907085.00, 43.59
India, 31-05-2017, M, 4.03, 405278054.00, 43.61
India, 30-06-2017, M, 4.12, 408560176.00, 43.92
India, 31-07-2017, M, 3.37, 402701002.00, 42.87
India, 31-08-2017, M, 4.07, 405548445.00, 43.40
India, 30-09-2017, M, 4.63, 405856846.00, 43.61
India, 31-10-2017, M, 5.00, 406599177.00, 43.77
India, 30-11-2017, M, 4.72, 409132411.00, 43.83
India, 31-12-2017, M, 4.74, 408355283.00, 43.67
India, 31-01-2018, M, 5.01, 405838316.00, 43.43
India, 28-02-2018, M, 5.87, 405980615.00, 43.77
India, 31-03-2018, M, 6.00, 402405346.00, 43.35
India, 30-04-2018, M, 5.57, 401930972.00, 43.02
India, 31-05-2018, M, 5.14, 401972361.00, 42.75
India, 30-06-2018, M, 5.75, 401484904.00, 42.88
India, 31-07-2018, M, 5.66, 401114819.00, 42.72
India, 31-08-2018, M, 6.27, 397988063.00, 42.58
India, 30-09-2018, M, 6.47, 403098663.00, 43.13
India, 31-10-2018, M, 6.83, 396084619.00, 42.46
India, 30-11-2018, M, 6.65, 401073049.00, 42.83
India, 31-12-2018, M, 7.02, 397460299.00, 42.53
India, 31-01-2019, M, 6.86, 406093726.00, 43.29
India, 28-02-2019, M, 7.20, 399913970.00, 42.71
India, 31-03-2019, M, 6.65, 402600865.00, 42.66
India, 30-04-2019, M, 7.35, 399248195.00, 42.54
India, 31-05-2019, M, 7.03, 403703192.00, 42.78
India, 30-06-2019, M, 7.87, 400337390.00, 42.73
India, 31-07-2019, M, 7.34, 403064278.00, 42.69
India, 31-08-2019, M, 8.19, 403245519.00, 43.02
India, 30-09-2019, M, 7.14, 406718757.00, 42.81
India, 31-10-2019, M, 8.10, 404124236.00, 42.90
India, 30-11-2019, M, 7.23, 403049912.00, 42.30
India, 31-12-2019, M, 7.60, 405647546.00, 42.66
India, 31-01-2020, M, 7.22, 410473913.00, 42.90
India, 29-02-2020, M, 7.76, 405954169.00, 42.60
India, 31-03-2020, M, 8.75, 395840756.00, 41.90
India, 30-04-2020, M, 23.52, 282203816.00, 35.57
India, 31-05-2020, M, 21.73, 313793837.00, 38.57
India, 30-06-2020, M, 10.18, 376993536.00, 40.30
India, 31-07-2020, M, 7.40, 392341064.00, 40.61
India, 31-08-2020, M, 8.35, 392520303.00, 40.96
India, 30-09-2020, M, 6.68, 397739844.00, 40.68
India, 31-10-2020, M, 7.02, 396450375.00, 40.62
India, 30-11-2020, M, 6.50, 394133855.00, 40.08
India, 31-12-2020, M, 9.06, 388777142.00, 40.56
India, 31-01-2021, M, 6.52, 400709258.00, 40.59
India, 28-02-2021, M, 6.89, 398213434.00, 40.43
India, 31-03-2021, M, 6.50, 398145073.00, 40.17
India, 30-04-2021, M, 7.97, 390790128.00, 39.98
India, 31-05-2021, M, 11.84, 375727008.00, 40.04
India, 30-06-2021, M, 9.17, 383469051.00, 39.59
India, 31-07-2021, M, 6.96, 399714145.00, 40.21
India, 31-08-2021, M, 8.32, 397784327.00, 40.52
India, 30-09-2021, M, 6.86, 406104468.00, 40.64
India, 31-10-2021, M, 7.74, 400886546.00, 40.42
India, 30-11-2021, M, 6.97, 402664041.00, 40.19
India, 31-12-2021, M, 7.91, 406012456.00, 40.85
India, 31-01-2022, M, 6.56, 402616049.00, 39.84
India, 28-02-2022, M, 8.11, 397057157.00, 39.89
India, 31-03-2022, M, 7.57, 395969754.00, 39.46
India, 30-04-2022, M, 7.83, 402949020.00, 40.19
India, 31-05-2022, M, 7.14, 403886697.00, 39.90
India, 30-06-2022, M, 7.83, 390822128.00, 38.83
India, 31-07-2022, M, 6.83, 397050067.00, 38.94
India, 31-08-2022, M, 8.28, 394606374.00, 39.24
India, 30-09-2022, M, 6.43, 404226503.00, 39.32
India, 31-10-2022, M, 7.77, 396364024.00, 39.04
India, 30-11-2022, M, 8.00, 401814180.00, 39.60
